id,url,label,cert
1000028,https://p-dp.5465753.cfd/ry5eqfud?from_email=1,1,"subject: CN=5465753.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: 5465753.cfd,*.5465753.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000030,https://allegrolokalnie.pl-643734.cyou/oferta/hNyvVVpdT23gSyu-ae3iZGhcxgMezw0-FZfmii7ynVihCuS/13?fbclid=IwZXh0bgNhZW0CMTEAAR2p3RYWGbo9AEyd3xSn25JU_LsV91uJ1TqVYWR_pIGp-FGVMzIEudD0uek_aem_EMqo4SNFPZrAvPQMFUTTjw,1,"subject: CN=pl-643734.cyou 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-643734.cyou,*.pl-643734.cyou 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000031,https://sut-serers.es/aruba/index.html?msg=,1,"subject: CN=sut-serers.es 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: sut-serers.es,*.sut-serers.es 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000032,https://soif.ir/a/ar1.htm,1,"subject: CN=*.soif.ir 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: *.soif.ir,soif.ir 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000097,https://dik.si/BX46caerhaerhbaervb,1,"subject: CN=dik.si 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: dik.si,*.dik.si 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000098,https://newsettingmanageamzidupgradepymntincludezoneviewauth.finchnag.co.uk/?asfnwiengweigekrmggbmergvc,1,"subject: CN=souremanagesyncconnectpaybillsystemrecoveryzone.ratepayers.co.uk 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: souremanagesyncconnectpaybillsystemrecoveryzone.ratepayers.co.uk 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000102,https://pbs-reattributions.com/index.php,1,"subject: CN=pbs-reattributions.com 
issuer: C=US,O=Let's Encrypt,CN=E5 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: pbs-reattributions.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000109,https://prbs-reattributions.com/index.php,1,"subject: CN=prbs-reattributions.com 
issuer: C=US,O=Let's Encrypt,CN=E6 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: prbs-reattributions.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000113,http://ww25.altice.shop/,1,"subject: CN=ww25.altice.shop 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: ww25.altice.shop 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000117,https://systems-asos-create.wertiosn.us/,1,"subject: CN=wertiosn.us 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: wertiosn.us,*.wertiosn.us 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000129,https://facultymembers.sbu.ac.ir/msadeghi/sunlink/chameleon2.html#kmtcsssdm@krmr.gov.ua,1,"subject: CN=*.sbu.ac.ir 
issuer: C=PL,O=Unizeto Technologies S.A.,OU=Certum Certification Authority,CN=Certum Domain Validation CA SHA2 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 364 
san: *.sbu.ac.ir,sbu.ac.ir 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000131,http://allegrolokalnie.pl-oferta3995.cfd,1,"subject: CN=pl-oferta3995.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta3995.cfd,*.pl-oferta3995.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000132,http://olz.34235421.xyz/,1,"subject: CN=34235421.xyz 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: 34235421.xyz,*.34235421.xyz 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000179,https://mondiaijours.com/index.php,1,"subject: CN=mondiaijours.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: mondiaijours.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000218,https://americamedical.net/IONOS/geem.php,1,"subject: CN=americamedical.net 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: *.americamedical.net,americamedical.net 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000363,https://sma.nz/strato/login,1,"subject: CN=sma.nz 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: sma.nz,*.sma.nz 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000402,https://famt.elmerterrazasrios.cl/s394ks,1,"subject: CN=*.elmerterrazasrios.cl 
issuer: C=US,O=Let's Encrypt,CN=E5 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: *.elmerterrazasrios.cl 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000405,https://allegrolokalnie.pl-kategorie-pozostale-4125.rest/aukcja/31231f6c3be68-fd11-4fdf-b5e2-fde5ee0d5241?fbclid=IwY2xjawIbLFhleHRuA2FlbQIxMAABHWkwbgf9pmb_Jv_azywRGS-Uh_5uCLj5SpHMi_p3SPELvzBaybR9OUXspQ_aem_hXF9hKjFHAnQ1MGkD4EpCw,1,"subject: CN=pl-kategorie-pozostale-4125.rest 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-kategorie-pozostale-4125.rest,*.pl-kategorie-pozostale-4125.rest 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000406,https://8iodj.cc/pXZn%208iodj.cc/1ePz,1,"subject: CN=8iodj.cc 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: 8iodj.cc,*.8iodj.cc 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000409,https://240buz0o0nd3e3co4rreo.com-a.ctualizaciones.eu/,1,"subject: CN=240buz0o0nd3e3co4rreo.com-a.ctualizaciones.eu 
issuer: C=US,O=Let's Encrypt,CN=E5 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: 240buz0o0nd3e3co4rreo.com-a.ctualizaciones.eu,www.240buz0o0nd3e3co4rreo.com-a.ctualizaciones.eu 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000415,https://mondial-logistiquecolis.com/,1,"subject: CN=mondial-logistiquecolis.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: mondial-logistiquecolis.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000424,https://soportecobros.com,1,"subject: CN=sweet-beaver.45-139-104-91.plesk.page 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: sweet-beaver.45-139-104-91.plesk.page 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000425,https://mondialrelais-france.com/index.php,1,"subject: CN=mondialrelais-france.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: mondialrelais-france.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000428,https://dammamforsanest.com/strat.webmail.de,1,"subject: CN=dammamforsanest.com 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: dammamforsanest.com,*.dammamforsanest.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000431,https://contrav-stationnement.com/index.php,1,"subject: CN=contrav-stationnement.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: contrav-stationnement.com,www.contrav-stationnement.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000434,https://france-mondialrelais.com/index.php,1,"subject: CN=france-mondialrelais.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: france-mondialrelais.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000440,https://umcinu.com/qVQp,1,"subject: CN=umcinu.com 
issuer: C=US,O=CLOUDFLARE\, INC.,CN=Cloudflare TLS Issuing ECC CA 1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: umcinu.com,*.umcinu.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000441,http://allegrolokalnie.pl-oferta6480325.cfd,1,"subject: CN=pl-oferta6480325.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta6480325.cfd,*.pl-oferta6480325.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000442,http://allegro.pl-oferta2393485.cfd,1,"subject: CN=pl-oferta2393485.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta2393485.cfd,*.pl-oferta2393485.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000445,http://allegro.pl-oferta6252872.cfd,1,"subject: CN=pl-oferta6252872.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta6252872.cfd,*.pl-oferta6252872.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000446,http://allegrolokalnie.pl-oferta1179505.cfd,1,"subject: CN=pl-oferta1179505.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta1179505.cfd,*.pl-oferta1179505.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000449,http://allegrolokalnie.pl-oferta5563034.icu,1,"subject: CN=pl-oferta5563034.icu 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta5563034.icu,*.pl-oferta5563034.icu 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000450,http://allegro.pl-oferta5243.cfd,1,"subject: CN=pl-oferta5243.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta5243.cfd,*.pl-oferta5243.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000451,http://allegro.pl-oferta742263.cfd,1,"subject: CN=pl-oferta742263.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta742263.cfd,*.pl-oferta742263.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000456,http://allegrolokalnie.pl-oferta2821486.icu,1,"subject: CN=pl-oferta2821486.icu 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta2821486.icu,*.pl-oferta2821486.icu 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000457,https://arvolt.com/houm/web/login.php,1,"subject: CN=arvolt.com 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: arvolt.com,*.arvolt.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000459,http://iono.safalstories.com/i/email.html,1,"subject: CN=iono.safalstories.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: iono.safalstories.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000461,http://45.139.104.161/,1,"subject: CN=assignations-pb.com 
issuer: C=US,O=Let's Encrypt,CN=E6 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: assignations-pb.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000468,https://caixadirectadsecure.com,1,"subject: CN=caixadirectadsecure.com 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: caixadirectadsecure.com,*.caixadirectadsecure.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000473,https://vlwaupf.cn/sagawHJKWEReqw23123qijh123JKLEWJ5234HJ/,1,"subject: CN=vlwaupf.cn 
issuer: C=US,O=Let's Encrypt,CN=E6 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: vlwaupf.cn 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000474,https://trunkfish.cn/sagawHJKWEReqw23123qijh123JKLEWJ5234HJ/,1,"subject: CN=trunkfish.cn 
issuer: C=US,O=Let's Encrypt,CN=E5 
key: key:_EllipticCurvePublicKey(256) 
signature: sha384 
vaildate: 89 
san: trunkfish.cn 
key:key:_EllipticCurvePublicKey(256) 
signature:sha384"
1000476,https://allegrolokalnie.pl-oferta1862.icu,1,"subject: CN=pl-oferta1862.icu 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta1862.icu,*.pl-oferta1862.icu 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000487,https://kjdtpsgxwoc.link/,1,"subject: CN=kjdtpsgxwoc.link 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: kjdtpsgxwoc.link,*.kjdtpsgxwoc.link 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000490,https://app-mobilidade.top/splash,1,"subject: CN=app-mobilidade.top 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: app-mobilidade.top,*.app-mobilidade.top 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000494,https://bcommservices.com/BigCommerce,1,"subject: CN=*.bcommservices.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: *.bcommservices.com,bcommservices.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000496,https://allegrolokalnie.pl-oferta742217.cfd/?id=A72dKGF79iFj5m2eIiDHOjBHAiM8M7,1,"subject: CN=pl-oferta742217.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta742217.cfd,*.pl-oferta742217.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000514,https://mondiairelay-pickup.com/,1,"subject: CN=mondiairelay-pickup.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: mondiairelay-pickup.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000518,http://allegrolokalnie.pl-oferta827590.cfd,1,"subject: CN=pl-oferta827590.cfd 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pl-oferta827590.cfd,*.pl-oferta827590.cfd 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000526,https://mondialrelay-domicile-fr.com/,1,"subject: CN=mondialrelay-domicile-fr.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: mondialrelay-domicile-fr.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000528,https://pay.pagbem.top/5pjw3RB4ony32lQ?utm_source=FB&amp;utm_campaign=CBO+BALE+1+%E2%80%94+C%C3%B3pia%7C120216689482020489&amp;utm_medium=A%7C120216689482250489&amp;utm_content=A%7C120216689482400489&amp;utm_term=Instagram_Stories&amp;xcod=FBhQwK21wXxRCBO+BALE+1+%E2%80%94+C%C3%B3pia%7C120216689482020489hQwK21wXxRA%7C120216689482250489hQwK21wXxRA%7C120216689482400489hQwK21wXxRInstagram_Stories&amp;sck=FBhQwK21wXxRCBO+BALE+1+%E2%80%94+C%C3%B3pia%7C120216689482020489hQwK21wXxRA%7C120216689482250489hQwK21wXxRA%7C120216689482400489hQwK21wXxRInstagram_Stories&amp;fbclid=IwY2xjawIbBYpleHRuA2FlbQIxMAABHawij0NRdKYpqBE5I9OWVLai0oufTbQHiLkb4ARaXJZYAUYUcdJ1s62DNg_aem_pGqpxEYYH-nvDepVAuAP6Q,1,"subject: CN=pagbem.top 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: pagbem.top,*.pagbem.top 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000529,https://smart-tourism.co.uk/dshboardstmassist/app/mkserc.php,1,"subject: CN=smart-tourism.co.uk 
issuer: C=US,ST=Arizona,L=Scottsdale,O=Starfield Technologies\, Inc.,OU=http://certs.starfieldtech.com/repository/,CN=Starfield Secure Certificate Authority - G2 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 364 
san: smart-tourism.co.uk,www.smart-tourism.co.uk 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000530,http://0lxx.27049894.xyz/,1,"subject: CN=27049894.xyz 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: 27049894.xyz,*.27049894.xyz 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000536,https://pay.liberarvalor.com/xQBPZv8r88PgmVq?document=04574167939&amp;name=GISLAINE%2520ROSA%2520WALDELM&amp;utm_source=&amp;utm_content=UP01,1,"subject: CN=liberarvalor.com 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: liberarvalor.com,*.liberarvalor.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000543,https://bellportal.io/contractor-jobs.php,1,"subject: CN=bellportal.io 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: bellportal.io 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000545,https://news-mensually.info/how/calcul.php,1,"subject: CN=news-mensually.info 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: news-mensually.info,www.news-mensually.info 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000550,https://relivraison-mondiale-relay.com/,1,"subject: CN=relivraison-mondiale-relay.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: relivraison-mondiale-relay.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000555,https://reach.at/btinternet-10864,1,"subject: CN=reach.at 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: reach.at,*.reach.at 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000557,https://www.grwebsites.com/free/broadbrand/btinternet,1,"subject: CN=www.grwebsites.com 
issuer: C=US,O=Google Trust Services,CN=WR3 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 90 
san: www.grwebsites.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000559,https://support-compte.com/index.php,1,"subject: CN=support-compte.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: support-compte.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000562,https://infos-2025-orders.com/,1,"subject: CN=infos-2025-orders.com 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: infos-2025-orders.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000564,https://ayuda-mysuscripcion.com/how/calcul.php,1,"subject: CN=ayuda-mysuscripcion.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: ayuda-mysuscripcion.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000570,https://aide-support-colis.com/,1,"subject: CN=aide-support-colis.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: aide-support-colis.com,www.aide-support-colis.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000575,https://amincidata.com/zztr/index.html,1,"subject: CN=amincidata.com 
issuer: C=GB,ST=Greater Manchester,L=Salford,O=Sectigo Limited,CN=Sectigo RSA Domain Validation Secure Server CA 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 366 
san: amincidata.com,www.amincidata.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000594,http://viaverde.link/nova-app,1,"subject: CN=viaverde.link 
issuer: C=US,O=Let's Encrypt,CN=R10 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: viaverde.link,www.viaverde.link 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000599,http://ep3n1nok.miqoxmxuqi.mackinnonequineservices.com/?W9ydG9uLmNvbQ=YWJ1c2VAaW9ub3MuY29t=,1,"subject: CN=mackinnonequineservices.com 
issuer: C=US,O=Let's Encrypt,CN=R11 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 89 
san: *.mackinnonequineservices.com,mackinnonequineservices.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
1000609,https://sparkasse.kontoverwalten.com/,1,"subject: CN=kontoverwalten.com 
issuer: C=US,O=Google Trust Services,CN=WE1 
key: key:_EllipticCurvePublicKey(256) 
signature: sha256 
vaildate: 90 
san: kontoverwalten.com,*.kontoverwalten.com 
key:key:_EllipticCurvePublicKey(256) 
signature:sha256"
1000611,https://woodpeckersmachine.com/rptin/rrbbb/zzzrptin/inoos/main.php,1,"subject: CN=woodpeckersmachine.com 
issuer: C=GB,ST=Greater Manchester,L=Salford,O=Sectigo Limited,CN=Sectigo RSA Domain Validation Secure Server CA 
key: key:_RSAPublicKey(2048) 
signature: sha256 
vaildate: 365 
san: woodpeckersmachine.com,www.woodpeckersmachine.com 
key:key:_RSAPublicKey(2048) 
signature:sha256"
